,Asset,N,Mean,Std,Min,Q1,Median,Q3,Max,Skewness,Kurtosis
0,SPY,2488,0.15577649403804572,0.44989543385217506,0.001207198495399617,0.027295286894797446,0.06561803041687155,0.15049727886387454,8.546420277340468,12.375644400413282,193.18409895633914
1,QQQ,2488,0.23959561836687868,0.4850052239178634,0.0017994757776439293,0.05652912704511504,0.12176760830895628,0.26764127358685164,9.470309901345313,11.078459232602118,174.27627064958259
2,EEM,2488,0.21391978082192156,0.4912486077699377,0.0016747991107651577,0.06949992497580806,0.12495050508871314,0.22687204431961208,10.835996047061611,13.741699462432582,237.8529766291595
3,GLD,2488,0.09889952840064281,0.11375837697157538,0.0005735767098170434,0.03451443618829194,0.06673415744286287,0.1203509527963894,1.3321239525074067,4.293490780925327,28.441416128879112
4,TLT,2488,0.11674798793341332,0.21429225767954443,0.0019431898911819224,0.04063248481788215,0.07386409681227753,0.13311990409531338,4.591196353759317,11.880978625044978,185.7844658172149
5,IWM,2488,0.25414301512003334,0.5582697802894292,0.0025918097463987996,0.06724570665760163,0.13555782673332106,0.2784097531363984,10.686801616540125,11.496481047557165,173.16274906945296
6,XLE,2488,0.44428186820663923,1.0963131949319103,0.0006188516708432209,0.10474541970386475,0.21000303395946177,0.43922641044345834,17.56249825726845,9.493950118369956,109.72749363096737
7,XLK,2488,0.2736887482712324,0.6319270510671966,0.002216490240539886,0.06138742034396083,0.14017906117606027,0.2876583298047547,12.408516555232488,12.354911416406168,203.31392621911647
8,XLF,2488,0.2470456566887189,0.7509777925939557,0.0006546968091533694,0.052927271511857193,0.10771107274736352,0.2165422616824717,14.604037380254812,12.556044283354964,194.5216911456552
